id,input_json,ground_truth,premise,hypothesis,id_m,amr_p,amr_h,response,response_final,pred
ldc_slang_038_para,"{""premise"": ""Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats."", ""hypothesis"": ""Brown's win was a direct smack down of this admin and a complete rejection of the terrible policies being shoved down our throats.""}",1,Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats.,Brown's win was a direct smack down of this admin and a complete rejection of the terrible policies being shoved down our throats.,ldc_slang_038,"(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (s2 / smack-02~6
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t2 / this~9))
                :ARG1-of (d / direct-02~5)
                :destination (d2 / down~21))
            :op2 (r / reject-01~14
                :ARG1 (p2 / policy-01~18
                    :ARG1-of (t / terrible-01~17)
                    :ARG1-of (s / shove-01~20
                        :ARG2 (d3 / down~21
                            :op1 (t3 / throat~23
                                :part-of (w / we~22)))))
                :ARG1-of (c / complete-02~13)))))
","(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (s2 / smack-02~6
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t / this~9))
                :ARG1-of (d / direct-02~5)
                :destination (d2 / down~22))
            :op2 (r / reject-01~14
                :ARG1 (p2 / pile-01~17
                    :ARG1 (d4 / dung~19)
                    :ARG1-of (s / shove-01~21
                        :ARG2 (d3 / down~22
                            :op1 (t2 / throat~24
                                :part-of (w / we~23)))))
                :ARG1-of (c / complete-02~13)))))
","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that Brown's win was a strong rejection of the policies of the administration. Although there are slight differences in the wording, the overall message and sentiment remain the same.","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that Brown's win was a strong rejection of the policies of the administration. Although there are slight differences in the wording, the overall message and sentiment remain the same.",1.0
ldc_slang_038_nonpara,"{""premise"": ""Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats."", ""hypothesis"": ""Brown's win was a direct smack down of this admin and a complete rejection of the heaps of animal waste being shoved down our throats.""}",0,Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats.,Brown's win was a direct smack down of this admin and a complete rejection of the heaps of animal waste being shoved down our throats.,ldc_slang_038,"(w3 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (s2 / smack-02~6
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t / this~9))
                :ARG1-of (d / direct-02~5)
                :destination (d2 / down~23))
            :op2 (r / reject-01~14
                :ARG1 (h / heap~17
                    :ARG1-of (s / shove-01~22
                        :ARG2 (d3 / down~23
                            :op1 (t2 / throat~25
                                :part-of (w2 / we~24))))
                    :consist-of (w / waste-01~20
                        :ARG0 (a3 / animal~19)))
                :ARG1-of (c / complete-02~13)))))
","(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (s2 / smack-02~6
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t / this~9))
                :ARG1-of (d / direct-02~5)
                :destination (d2 / down~22))
            :op2 (r / reject-01~14
                :ARG1 (p2 / pile-01~17
                    :ARG1 (d4 / dung~19)
                    :ARG1-of (s / shove-01~21
                        :ARG2 (d3 / down~22
                            :op1 (t2 / throat~24
                                :part-of (w / we~23)))))
                :ARG1-of (c / complete-02~13)))))
","No, the sentences are not exact paraphrases of each other. Although both sentences convey a negative sentiment towards the administration and express a rejection of something being forced upon the speaker, they use different phrases to describe the situation. Sentence 1 uses the phrase ""piles of dung"" while Sentence 2 uses the phrase ""heaps of animal waste."" While the overall meaning is similar, the specific wording and choice of metaphors differ, indicating that the sentences are not exact paraphrases.","No, the sentences are not exact paraphrases of each other. Although both sentences convey a negative sentiment towards the administration and express a rejection of something being forced upon the speaker, they use different phrases to describe the situation. Sentence 1 uses the phrase ""piles of dung"" while Sentence 2 uses the phrase ""heaps of animal waste."" While the overall meaning is similar, the specific wording and choice of metaphors differ, indicating that the sentences are not exact paraphrases.",0.0
ldc_slang_039_para,"{""premise"": ""Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats."", ""hypothesis"": ""Brown's win was a direct smack down of this admin and a complete rejection of the policies being forcefully imposed on us.""}",1,Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats.,Brown's win was a direct smack down of this admin and a complete rejection of the policies being forcefully imposed on us.,ldc_slang_039,"(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (s / smack-02~6
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t / this~9))
                :ARG1-of (d / direct-02~5))
            :op2 (r / reject-01~14
                :ARG1 (p2 / policy-01~17
                    :ARG1-of (i / impose-01~20
                        :ARG2 (w / we~22)
                        :ARG2-of (f / force-01~19)))
                :ARG1-of (c / complete-02~13)))))
","(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (s2 / smack-02~6
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t / this~9))
                :ARG1-of (d / direct-02~5)
                :destination (d2 / down~22))
            :op2 (r / reject-01~14
                :ARG1 (p2 / pile-01~17
                    :ARG1 (d4 / dung~19)
                    :ARG1-of (s / shove-01~21
                        :ARG2 (d3 / down~22
                            :op1 (t2 / throat~24
                                :part-of (w / we~23)))))
                :ARG1-of (c / complete-02~13)))))
","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that Brown's win was a strong rejection of the current administration and their policies. The only difference is the use of the phrase ""piles of dung being shoved down our throats"" in Sentence 1, which is replaced with ""policies being forcefully imposed on us"" in Sentence 2. However, the overall message and sentiment remain the same.","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that Brown's win was a strong rejection of the current administration and their policies. The only difference is the use of the phrase ""piles of dung being shoved down our throats"" in Sentence 1, which is replaced with ""policies being forcefully imposed on us"" in Sentence 2. However, the overall message and sentiment remain the same.",1.0
ldc_slang_039_nonpara,"{""premise"": ""Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats."", ""hypothesis"": ""Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being pushed into our mouths.""}",0,Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats.,Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being pushed into our mouths.,ldc_slang_039,"(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (s / smack-02~6
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t / this~9))
                :ARG1-of (d / direct-02~5))
            :op2 (r / reject-01~14
                :ARG1 (p2 / pile-01~17
                    :ARG1 (d2 / dung~19)
                    :ARG1-of (p3 / push-01~21
                        :ARG2 (m / mouth~24
                            :part-of (w / we~23))))
                :ARG1-of (c / complete-02~13)))))
","(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (s2 / smack-02~6
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t / this~9))
                :ARG1-of (d / direct-02~5)
                :destination (d2 / down~22))
            :op2 (r / reject-01~14
                :ARG1 (p2 / pile-01~17
                    :ARG1 (d4 / dung~19)
                    :ARG1-of (s / shove-01~21
                        :ARG2 (d3 / down~22
                            :op1 (t2 / throat~24
                                :part-of (w / we~23)))))
                :ARG1-of (c / complete-02~13)))))
","No, the sentences are not exact paraphrases of each other. Although they share similar structure and meaning, there are slight differences in the wording. In Sentence 1, the phrase ""shoved down our throats"" is used, while in Sentence 2, the phrase ""pushed into our mouths"" is used. While the overall meaning is similar, the choice of words is different, making them not exact paraphrases.","No, the sentences are not exact paraphrases of each other. Although they share similar structure and meaning, there are slight differences in the wording. In Sentence 1, the phrase ""shoved down our throats"" is used, while in Sentence 2, the phrase ""pushed into our mouths"" is used. While the overall meaning is similar, the choice of words is different, making them not exact paraphrases.",0.0
ldc_slang_040_para,"{""premise"": ""Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats."", ""hypothesis"": ""Brown's win was a direct defeat of this admin and a complete rejection of the piles of dung being shoved down our throats.""}",1,Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats.,Brown's win was a direct defeat of this admin and a complete rejection of the piles of dung being shoved down our throats.,ldc_slang_040,"(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~13
        :ARG1 (a2 / and~10
            :op1 (d / defeat-01~6
                :ARG1 (g / government-organization~9
                    :ARG0-of (a / administrate-01~9)
                    :mod (t / this~8))
                :ARG1-of (d2 / direct-02~5)
                :destination (d3 / down~21))
            :op2 (r / reject-01~13
                :ARG1 (p2 / pile-01~16
                    :ARG1 (d5 / dung~18)
                    :ARG1-of (s / shove-01~20
                        :ARG2 (d4 / down~21
                            :op1 (t2 / throat~23
                                :part-of (w / we~22)))))
                :ARG1-of (c / complete-02~12)))))
","(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (s2 / smack-02~6
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t / this~9))
                :ARG1-of (d / direct-02~5)
                :destination (d2 / down~22))
            :op2 (r / reject-01~14
                :ARG1 (p2 / pile-01~17
                    :ARG1 (d4 / dung~19)
                    :ARG1-of (s / shove-01~21
                        :ARG2 (d3 / down~22
                            :op1 (t2 / throat~24
                                :part-of (w / we~23)))))
                :ARG1-of (c / complete-02~13)))))
","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that Brown's win was a direct rejection of the current administration and the policies they are implementing. The only difference is the use of the word ""smack down"" in sentence 1, which is replaced by ""defeat"" in sentence 2. However, both phrases convey the same idea of a decisive victory.","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that Brown's win was a direct rejection of the current administration and the policies they are implementing. The only difference is the use of the word ""smack down"" in sentence 1, which is replaced by ""defeat"" in sentence 2. However, both phrases convey the same idea of a decisive victory.",1.0
ldc_slang_040_nonpara,"{""premise"": ""Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats."", ""hypothesis"": ""Brown's win was a direct physical blow of this admin and a complete rejection of the piles of dung being shoved down our throats.""}",0,Brown's win was a direct smack down of this admin and a complete rejection of the piles of dung being shoved down our throats.,Brown's win was a direct physical blow of this admin and a complete rejection of the piles of dung being shoved down our throats.,ldc_slang_040,"(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (b / blow-14~7
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t / this~9))
                :ARG1-of (d / direct-02~5)
                :ARG2 (d2 / down~22)
                :mod (p2 / physical~6))
            :op2 (r / reject-01~14
                :ARG1 (p3 / pile-01~17
                    :ARG1 (d4 / dung~19)
                    :ARG1-of (s / shove-01~21
                        :ARG2 (d3 / down~22
                            :op1 (t2 / throat~24
                                :part-of (w / we~23)))))
                :ARG1-of (c / complete-02~13)))))
","(w2 / win-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Brown""~0))
    :ARG0-of (r2 / represent-01~14
        :ARG1 (a2 / and~11
            :op1 (s2 / smack-02~6
                :ARG1 (g / government-organization~10
                    :ARG0-of (a / administrate-01~10)
                    :mod (t / this~9))
                :ARG1-of (d / direct-02~5)
                :destination (d2 / down~22))
            :op2 (r / reject-01~14
                :ARG1 (p2 / pile-01~17
                    :ARG1 (d4 / dung~19)
                    :ARG1-of (s / shove-01~21
                        :ARG2 (d3 / down~22
                            :op1 (t2 / throat~24
                                :part-of (w / we~23)))))
                :ARG1-of (c / complete-02~13)))))
","No, the sentences are not paraphrases of each other. While both sentences convey a negative sentiment towards the administration and express a rejection of their actions, the use of the phrase ""direct smack down"" in Sentence 1 is not equivalent to ""direct physical blow"" in Sentence 2. Additionally, the use of the word ""smack down"" implies a more forceful and aggressive action compared to ""physical blow."" Therefore, the sentences have similar meanings but are not exact paraphrases of each other.","No, the sentences are not paraphrases of each other. While both sentences convey a negative sentiment towards the administration and express a rejection of their actions, the use of the phrase ""direct smack down"" in Sentence 1 is not equivalent to ""direct physical blow"" in Sentence 2. Additionally, the use of the word ""smack down"" implies a more forceful and aggressive action compared to ""physical blow."" Therefore, the sentences have similar meanings but are not exact paraphrases of each other.",0.0
ldc_slang_041_para,"{""premise"": ""And, I have no interest in telling the Church what to do (as if they'd listen anyway); I just cast my 'vote' concerning the Church with my feet."", ""hypothesis"": ""And, I have no interest in telling the Church what to do (as if they'd listen anyway); I just cast my 'vote' concerning the Church by choosing to stay away.""}",1,"And, I have no interest in telling the Church what to do (as if they'd listen anyway); I just cast my 'vote' concerning the Church with my feet.","And, I have no interest in telling the Church what to do (as if they'd listen anyway); I just cast my 'vote' concerning the Church by choosing to stay away.",ldc_slang_041,"(m / multi-sentence~21
    :snt1 (a / and~0
        :op2 (h / have-03~3
            :ARG0 (i / i~2)
            :ARG1 (i3 / interest-01~5
                :ARG1 i
                :ARG2 (t / tell-01~7
                    :ARG0 i
                    :ARG1 (t2 / thing~10
                        :ARG1-of (d / do-02~12
                            :ARG0 (o / organization~9
                                :name (n / name~9
                                    :op1 ""Church""~9))))
                    :ARG2 o
                    :conj-as-if (l / listen-01~18
                        :ARG0 o
                        :mod (a2 / anyway~19))))
            :polarity -~4))
    :snt2 (c / cast-01~24
        :ARG0 (i2 / i~22)
        :ARG1 (v / vote-01~27
            :ARG0 i2
            :ARG1 (c3 / concern-02~29
                :ARG1 (o2 / organization~31
                    :name (n2 / name~31
                        :op1 ""Church""~31))))
        :manner (c2 / choose-01~33
            :ARG0 i2
            :ARG1 (s / stay-01~35
                :ARG1 i2
                :ARG3 (a3 / away~36)))
        :mod (j / just~23)))
","(m / multi-sentence~21
    :snt1 (a / and~0
        :op2 (h / have-03~3
            :ARG0 (i / i~2)
            :ARG1 (i3 / interest-01~5
                :ARG1 i
                :ARG2 (t / tell-01~7
                    :ARG0 i
                    :ARG1 (t2 / thing~10
                        :ARG1-of (d / do-02~12
                            :ARG0 (o / organization~9
                                :name (n / name~9
                                    :op1 ""Church""~9))))
                    :ARG2 o
                    :conj-as-if (l / listen-01~18
                        :ARG0 o
                        :mod (a2 / anyway~19))))
            :polarity -~4))
    :snt2 (c / cast-01~24
        :ARG0 (i2 / i~22
            :part (f / foot~34))
        :ARG1 (v / vote-01~27
            :ARG0 i2
            :ARG1 (c2 / concern-02~29
                :ARG1 (o2 / organization~31
                    :name (n2 / name~31
                        :op1 ""Church""~31))))
        :instrument f
        :mod (j / just~23)))
","No

Explanation: While both sentences express a lack of interest in telling the Church what to do and imply a form of voting with actions, the specific actions mentioned in each sentence are different. In Sentence 1, the speaker casts their 'vote' with their feet, suggesting that they physically leave or distance themselves from the Church. In Sentence 2, the speaker casts their 'vote' by choosing to stay away, indicating that they simply choose not to be present or involved. These differences in actions make the sentences not exact paraphrases of each other.","No

Explanation: While both sentences express a lack of interest in telling the Church what to do and imply a form of voting with actions, the specific actions mentioned in each sentence are different. In Sentence 1, the speaker casts their 'vote' with their feet, suggesting that they physically leave or distance themselves from the Church. In Sentence 2, the speaker casts their 'vote' by choosing to stay away, indicating that they simply choose not to be present or involved. These differences in actions make the sentences not exact paraphrases of each other.",0.0
ldc_slang_041_nonpara,"{""premise"": ""And, I have no interest in telling the Church what to do (as if they'd listen anyway); I just cast my 'vote' concerning the Church with my feet."", ""hypothesis"": ""And, I have no interest in telling the Church what to do (as if they'd listen anyway); I just cast my 'vote' concerning the Church using my feet.""}",0,"And, I have no interest in telling the Church what to do (as if they'd listen anyway); I just cast my 'vote' concerning the Church with my feet.","And, I have no interest in telling the Church what to do (as if they'd listen anyway); I just cast my 'vote' concerning the Church using my feet.",ldc_slang_041,"(m / multi-sentence~21
    :snt1 (a / and~0
        :op2 (h / have-03~3
            :ARG0 (i / i~2)
            :ARG1 (i3 / interest-01~5
                :ARG1 i
                :ARG2 (t / tell-01~7
                    :ARG0 i
                    :ARG1 (t2 / thing~10
                        :ARG1-of (d / do-02~12
                            :ARG0 (o / organization~9
                                :name (n / name~9
                                    :op1 ""Church""~9))))
                    :ARG2 o
                    :conj-as-if (l / listen-01~18
                        :ARG0 o
                        :mod (a2 / anyway~19))))
            :polarity -~4))
    :snt2 (c / cast-01~24
        :ARG0 (i2 / i~22
            :part (f / foot~34))
        :ARG1 (v / vote-01~27
            :ARG0 i2
            :ARG1 (c2 / concern-02~29
                :ARG1 (u / use-01~32
                    :ARG0 (o2 / organization~31
                        :name (n2 / name~31
                            :op1 ""Church""~31))
                    :ARG1 f)))
        :mod (j / just~23)))
","(m / multi-sentence~21
    :snt1 (a / and~0
        :op2 (h / have-03~3
            :ARG0 (i / i~2)
            :ARG1 (i3 / interest-01~5
                :ARG1 i
                :ARG2 (t / tell-01~7
                    :ARG0 i
                    :ARG1 (t2 / thing~10
                        :ARG1-of (d / do-02~12
                            :ARG0 (o / organization~9
                                :name (n / name~9
                                    :op1 ""Church""~9))))
                    :ARG2 o
                    :conj-as-if (l / listen-01~18
                        :ARG0 o
                        :mod (a2 / anyway~19))))
            :polarity -~4))
    :snt2 (c / cast-01~24
        :ARG0 (i2 / i~22
            :part (f / foot~34))
        :ARG1 (v / vote-01~27
            :ARG0 i2
            :ARG1 (c2 / concern-02~29
                :ARG1 (o2 / organization~31
                    :name (n2 / name~31
                        :op1 ""Church""~31))))
        :instrument f
        :mod (j / just~23)))
","No

Explanation: The sentences are not exact paraphrases of each other because there is a slight difference in the wording. In Sentence 1, the phrase ""cast my 'vote' concerning the Church with my feet"" is used, while in Sentence 2, it is ""cast my 'vote' concerning the Church using my feet."" Although the overall meaning is similar, the use of the preposition ""with"" in Sentence 1 and ""using"" in Sentence 2 creates a subtle difference in how the action is performed.","No

Explanation: The sentences are not exact paraphrases of each other because there is a slight difference in the wording. In Sentence 1, the phrase ""cast my 'vote' concerning the Church with my feet"" is used, while in Sentence 2, it is ""cast my 'vote' concerning the Church using my feet."" Although the overall meaning is similar, the use of the preposition ""with"" in Sentence 1 and ""using"" in Sentence 2 creates a subtle difference in how the action is performed.",0.0
ldc_slang_042_para,"{""premise"": ""And yes they did a mighty fine job driving us into the ditch."", ""hypothesis"": ""And yes they did a mighty fine job leading us to disaster.""}",1,And yes they did a mighty fine job driving us into the ditch.,And yes they did a mighty fine job leading us to disaster.,ldc_slang_042,"(a / and~0
    :mode expressive~1
    :op1 (d2 / do-02~3
        :ARG0 (t / they~2)
        :ARG1 (j / job~7
            :ARG0-of (l / lead-01~8
                :ARG1 (w / we~9)
                :ARG2 (d / disaster~11))
            :ARG1-of (f / fine-03~6
                :mod (m / mighty~5)))))
","(a / and~0
    :mode expressive~1
    :op1 (d2 / do-02~3
        :ARG0 (t / they~2)
        :ARG1 (j / job~7
            :ARG0-of (d3 / drive-02~8
                :ARG1 (w / we~9)
                :ARG2 (d / ditch~12))
            :ARG1-of (f / fine-03~6
                :mod (m / mighty~5)))))
","No

Explanation: While both sentences convey a negative outcome caused by someone's actions, they use different phrases to describe the outcome. Sentence 1 mentions ""driving us into the ditch,"" which implies a literal action of driving a vehicle into a ditch. Sentence 2, on the other hand, mentions ""leading us to disaster,"" which suggests a more general and metaphorical outcome. Therefore, the sentences are not exact paraphrases of each other.","No

Explanation: While both sentences convey a negative outcome caused by someone's actions, they use different phrases to describe the outcome. Sentence 1 mentions ""driving us into the ditch,"" which implies a literal action of driving a vehicle into a ditch. Sentence 2, on the other hand, mentions ""leading us to disaster,"" which suggests a more general and metaphorical outcome. Therefore, the sentences are not exact paraphrases of each other.",0.0
ldc_slang_042_nonpara,"{""premise"": ""And yes they did a mighty fine job driving us into the ditch."", ""hypothesis"": ""And yes they did a mighty fine job steering us into a roadside trench.""}",0,And yes they did a mighty fine job driving us into the ditch.,And yes they did a mighty fine job steering us into a roadside trench.,ldc_slang_042,"(a / and~0
    :mode expressive~1
    :op1 (d / do-02~3
        :ARG0 (t / they~2)
        :ARG1 (j / job~7
            :ARG0-of (s / steer-01~8
                :ARG1 (w / we~9)
                :ARG2 (t2 / trench~13
                    :location (r / road~12)))
            :ARG1-of (f / fine-03~6
                :mod (m / mighty~5)))))
","(a / and~0
    :mode expressive~1
    :op1 (d2 / do-02~3
        :ARG0 (t / they~2)
        :ARG1 (j / job~7
            :ARG0-of (d3 / drive-02~8
                :ARG1 (w / we~9)
                :ARG2 (d / ditch~12))
            :ARG1-of (f / fine-03~6
                :mod (m / mighty~5)))))
","No

Explanation: The sentences are not exact paraphrases of each other. While both sentences convey the idea that someone did a good job leading or guiding others into a difficult situation, the specific words used in each sentence differ. In sentence 1, the phrase ""driving us into the ditch"" is used, while in sentence 2, the phrase ""steering us into a roadside trench"" is used. The use of different words to describe the action suggests that the sentences are not exact paraphrases.","No

Explanation: The sentences are not exact paraphrases of each other. While both sentences convey the idea that someone did a good job leading or guiding others into a difficult situation, the specific words used in each sentence differ. In sentence 1, the phrase ""driving us into the ditch"" is used, while in sentence 2, the phrase ""steering us into a roadside trench"" is used. The use of different words to describe the action suggests that the sentences are not exact paraphrases.",0.0
ldc_slang_043_para,"{""premise"": ""And where on Earth did you ever get the idea that all Liberals are sweetie-pies who cannot get angry?"", ""hypothesis"": ""And where on Earth did you ever get the idea that all Liberals are gentle souls who cannot get angry?""}",1,And where on Earth did you ever get the idea that all Liberals are sweetie-pies who cannot get angry?,And where on Earth did you ever get the idea that all Liberals are gentle souls who cannot get angry?,ldc_slang_043,"(a3 / and~0
    :op2 (g2 / get-01~7
        :ARG0 (y / you~5)
        :ARG1 (i / idea~9
            :topic (s / soul~15
                :ARG1-of (g / gentle-01~14)
                :ARG1-of (a4 / anger-01~19
                    :ARG1-of (p3 / possible-01~17
                        :polarity -~17))
                :domain (p / person~12
                    :ARG1-of (l / liberal-02~12)
                    :mod (a / all~11))))
        :ARG2 (a2 / amr-unknown~1
            :location (p2 / planet~3
                :name (n / name~3
                    :op1 ""Earth""~3)))
        :time (e / ever~6)))
","(a3 / and~0
    :op2 (g / get-01~7
        :ARG0 (y / you~5)
        :ARG1 (i / idea~9
            :topic (s / sweetie-pie~14
                :ARG1-of (a4 / anger-01~20
                    :ARG1-of (p3 / possible-01~18
                        :polarity -~18))
                :domain (p / person~12
                    :ARG1-of (l / liberal-02~12)
                    :mod (a / all~11))))
        :ARG2 (a2 / amr-unknown~1
            :location (p2 / planet~3
                :name (n / name~3
                    :op1 ""Earth""~3)))
        :time (e / ever~6)))
","No, the sentences are not exact paraphrases of each other. 

Explanation: Although the sentences share similar structures and convey a similar meaning, there are slight differences in the choice of words. In Sentence 1, the phrase ""sweetie-pies"" is used to describe Liberals, while in Sentence 2, the phrase ""gentle souls"" is used. While both phrases imply a similar idea of being kind or gentle, they are not exact synonyms. Therefore, the sentences cannot be considered exact paraphrases of each other.","No, the sentences are not exact paraphrases of each other. 

Explanation: Although the sentences share similar structures and convey a similar meaning, there are slight differences in the choice of words. In Sentence 1, the phrase ""sweetie-pies"" is used to describe Liberals, while in Sentence 2, the phrase ""gentle souls"" is used. While both phrases imply a similar idea of being kind or gentle, they are not exact synonyms. Therefore, the sentences cannot be considered exact paraphrases of each other.",0.0
ldc_slang_043_nonpara,"{""premise"": ""And where on Earth did you ever get the idea that all Liberals are sweetie-pies who cannot get angry?"", ""hypothesis"": ""And where on Earth did you ever get the idea that all Liberals are delicious desserts who cannot get angry?""}",0,And where on Earth did you ever get the idea that all Liberals are sweetie-pies who cannot get angry?,And where on Earth did you ever get the idea that all Liberals are delicious desserts who cannot get angry?,ldc_slang_043,"(a3 / and~0
    :op2 (g / get-01~7
        :ARG0 (y / you~5)
        :ARG1 (i / idea~9
            :topic (d2 / dessert~15
                :ARG1-of (a4 / anger-01~19
                    :ARG1-of (p3 / possible-01~17
                        :polarity -~17))
                :domain (p / person~12
                    :ARG1-of (l / liberal-02~12)
                    :mod (a / all~11))
                :mod (d / delicious~14)))
        :ARG2 (a2 / amr-unknown~1
            :location (p2 / planet~3
                :name (n / name~3
                    :op1 ""Earth""~3)))
        :time (e / ever~6)))
","(a3 / and~0
    :op2 (g / get-01~7
        :ARG0 (y / you~5)
        :ARG1 (i / idea~9
            :topic (s / sweetie-pie~14
                :ARG1-of (a4 / anger-01~20
                    :ARG1-of (p3 / possible-01~18
                        :polarity -~18))
                :domain (p / person~12
                    :ARG1-of (l / liberal-02~12)
                    :mod (a / all~11))))
        :ARG2 (a2 / amr-unknown~1
            :location (p2 / planet~3
                :name (n / name~3
                    :op1 ""Earth""~3)))
        :time (e / ever~6)))
","No, the sentences are not paraphrases of each other. 

Explanation: While both sentences share a similar structure and use the phrase ""And where on Earth did you ever get the idea that all Liberals are..."", the meaning of the sentences is different. In Sentence 1, the speaker questions the idea that all Liberals are sweetie-pies who cannot get angry. In Sentence 2, the speaker questions the idea that all Liberals are delicious desserts who cannot get angry. The substitution of ""sweetie-pies"" with ""delicious desserts"" changes the meaning of the sentence, making them not exact paraphrases.","No, the sentences are not paraphrases of each other. 

Explanation: While both sentences share a similar structure and use the phrase ""And where on Earth did you ever get the idea that all Liberals are..."", the meaning of the sentences is different. In Sentence 1, the speaker questions the idea that all Liberals are sweetie-pies who cannot get angry. In Sentence 2, the speaker questions the idea that all Liberals are delicious desserts who cannot get angry. The substitution of ""sweetie-pies"" with ""delicious desserts"" changes the meaning of the sentence, making them not exact paraphrases.",0.0
